name,cum_prop100k
Newsome,44904.8
Dooley,44913.25
Payton,44921.69
Rosen,44930.13
Swenson,44938.57
Connelly,44947
Tolbert,44955.42
Segura,44963.83
Esposito,44972.23
Coker,44980.62
Biggs,44989.01
Hinkle,44997.38
Thurman,45005.75
Drew,45014.11
Ivey,45022.47
Bullard,45030.82
Baez,45039.17
Neff,45047.51
Maher,45055.85
Stratton,45064.19
Egan,45072.53
Dubois,45080.85
Gallardo,45089.17
Blue,45097.48
Rainey,45105.78
Yeager,45114.08
Saucedo,45122.37
Ferreira,45130.64
Sprague,45138.9
Lacy,45147.15
Hurtado,45155.4
Heard,45163.63
Connell,45171.85
Stahl,45180.07
Aldridge,45188.28
Amaya,45196.49
Forrest,45204.69
Erwin,45212.89
Gunn,45221.09
Swan,45229.28
Butcher,45237.46
Rosado,45245.64
Godwin,45253.82
Hand,45261.99
Gabriel,45270.15
Otto,45278.31
Whaley,45286.46
Ludwig,45294.61
Clifford,45302.76
Grove,45310.9
Beaver,45319.04
Silver,45327.18
Dang,45335.32
Hammer,45343.46
Dick,45351.59
Boswell,45359.72
Mead,45367.84
Colvin,45375.96
Oleary,45384.08
Milligan,45392.2
Goins,45400.3
Ames,45408.41
Dodge,45416.5
Kaur,45424.59
Escobedo,45432.67
Arredondo,45440.74
Geiger,45448.82
Winkler,45456.89
Dunham,45464.96
Temple,45473.03
Babcock,45481.1
Billings,45489.17
Grimm,45497.24
Lilly,45505.3
Wesley,45513.35
McGhee,45521.41
Siegel,45537.51
Painter,45529.46
Bower,45545.56
Purcell,45553.6
Block,45561.64
Aguilera,45569.68
Norwood,45577.72
Sheridan,45585.75
Cartwright,45593.78
Coates,45601.8
Davison,45609.82
Regan,45617.84
Ramey,45625.85
Koenig,45633.86
Kraft,45641.86
Bunch,45649.85
Engel,45657.85
Tan,45665.84
Winn,45673.84
Steward,45681.83
Link,45689.82
Vickers,45697.81
Bragg,45705.79
Piper,45713.77
Huggins,45721.74
Michel,45729.71
Healy,45737.64
Jacob,45745.56
McDonough,45753.47
Wolff,45761.37
Colbert,45769.27
Zepeda,45777.17
Hoang,45785.05
Dugan,45792.93
Meade,45808.7
Kilgore,45800.82
Guillen,45816.58
Do,45824.45
Hinojosa,45832.32
Goode,45840.19
Arrington,45848.05
Gary,45855.92
Snell,45863.77
Willard,45871.62
Renteria,45879.47
Chacon,45887.31
Gallo,45895.15
Hankins,45902.98
Montano,45910.81
Browne,45918.63
Peacock,45926.46
Ohara,45934.27
Cornell,45942.08
Sherwood,45949.86
Castellanos,45957.64
Thorpe,45965.41
Stiles,45973.18
Sadler,45980.94
Latham,45988.7
Redmond,45996.45
Greenberg,46004.2
Cote,46011.95
Waddell,46019.69
Dukes,46027.43
Diamond,46035.16
Bui,46042.89
Madrid,46050.61
Alonso,46058.33
Sheets,46066.03
Irvin,46073.73
Hurt,46081.43
Ferris,46089.11
Sewell,46096.8
Carlton,46104.49
Aragon,46112.17
Blackmon,46119.84
Hadley,46127.52
Hoyt,46135.2
McGraw,46142.87
Pagan,46150.55
Land,46158.22
Tidwell,46165.88
Lovell,46173.53
Miner,46181.17
Doss,46188.82
Dahl,46196.46
Delatorre,46204.1
Stanford,46211.74
Kauffman,46219.37
Vela,46227
Gagnon,46234.62
Winston,46242.23
Gomes,46249.84
Thacker,46257.45
Coronado,46265.06
Ash,46272.65
Jarrett,46280.24
Hager,46287.81
Samuels,46295.38
Metzger,46302.93
Raines,46310.49
Spivey,46318.03
Maurer,46325.57
Han,46333.1
Voss,46340.62
Henley,46348.14
Caballero,46355.65
Caruso,46363.16
Coulter,46370.67
North,46378.17
Finn,46385.66
Cahill,46393.14
Lanier,46400.63
Souza,46408.1
McWilliams,46415.57
Deal,46423.03
Urban,46437.94
Schaffer,46430.48
Houser,46445.38
Cummins,46452.82
Romo,46460.26
Crocker,46467.69
Bassett,46475.12
Kruse,46482.54
Bolden,46489.96
Ybarra,46497.38
Metz,46504.8
Root,46512.21
McMullen,46519.62
Hagan,46534.43
Crump,46527.03
Guidry,46541.83
Brantley,46549.23
Kearney,46556.62
Beal,46564.01
Toth,46571.39
Jorgensen,46578.77
Timmons,46586.15
Milton,46593.52
Tripp,46600.89
Hurd,46608.26
Sapp,46615.61
Whitman,46622.96
Messer,46630.31
Burgos,46637.65
Major,46644.99
Westbrook,46652.32
Castle,46659.65
Serna,46666.97
Carlisle,46674.28
Varela,46681.58
Cullen,46688.87
Wilhelm,46696.15
Bergeron,46703.44
Burger,46710.73
Posey,46718.01
Barnhart,46725.29
Hackett,46732.57
Madrigal,46739.85
Eubanks,46747.12
Sizemore,46754.39
Hilliard,46761.64
Hargrove,46768.89
Boucher,46776.14
Thomason,46783.38
Melvin,46790.62
Roper,46797.86
Barnard,46805.09
Fonseca,46812.33
Pedersen,46819.56
Quiroz,46826.79
Washburn,46834.02
Holliday,46841.24
Yee,46848.47
Rudolph,46855.68
Bermudez,46862.89
Coyle,46870.09
Gil,46877.28
Pina,46891.67
Goodrich,46884.48
Elias,46898.86
Lockwood,46906.04
Cabral,46913.23
Carranza,46920.41
Duvall,46927.59
Cornelius,46934.76
McCollum,46941.93
Street,46949.09
McNeal,46956.25
Connors,46963.42
Angel,46970.58
Paulson,46977.73
Hinson,46984.88
Keenan,46992.03
Sheldon,46999.16
Farr,47006.3
Eddy,47013.42
Samuel,47020.55
Ring,47034.8
Ledbetter,47027.68
Betts,47041.92
Fontenot,47049.04
Gifford,47056.15
Hannah,47063.25
Hanley,47070.35
Person,47077.44
Fountain,47084.52
Levin,47091.59
Stubbs,47098.66
Hightower,47105.72
Murdock,47112.78
Koehler,47119.84
Ma,47126.89
Engle,47133.95
Smiley,47140.99
Carmichael,47148.04
Sheffield,47155.08
Langston,47162.11
McCracken,47169.15
Yost,47176.18
Trotter,47183.2
Story,47190.22
Starks,47197.23
Lujan,47204.23
Blount,47211.23
Cody,47218.22
Rushing,47225.21
Benoit,47232.19
Herndon,47239.18
Jacobsen,47246.16
Nieto,47253.13
Wiseman,47260.11
Layton,47267.07
Epps,47274.03
Shipley,47280.99
Leyva,47287.95
Reeder,47294.9
Brand,47301.85
Roland,47308.8
Fitch,47315.75
Rico,47322.69
Napier,47329.63
Cronin,47336.57
McQueen,47343.5
Paredes,47350.43
Trent,47357.35
Christiansen,47364.28
Spangler,47378.11
Pettit,47371.19
Langford,47385.02
Benavides,47391.92
Penn,47398.82
Paige,47405.71
Weir,47412.6
Dietz,47419.49
Prater,47426.37
Brewster,47433.25
Louis,47440.12
Diehl,47446.99
Pack,47453.87
Spaulding,47460.73
Ernst,47474.47
Aviles,47467.6
Nowak,47481.33
Olvera,47488.19
Rock,47495.05
Mansfield,47501.91
Aquino,47508.76
Ogden,47515.6
Stacy,47522.44
Rizzo,47529.28
Sylvester,47536.12
Gillis,47542.95
Sands,47549.79
Machado,47556.62
Lovett,47563.45
Duong,47570.27
Hyatt,47577.09
Landis,47583.9
Platt,47590.72
Bustamante,47597.52
Hedrick,47604.33
Pritchett,47611.13
Gaston,47617.93
Dobson,47624.73
Caudill,47631.53
Tackett,47638.33
Bateman,47645.11
Landers,47651.9
Carmona,47658.68
Gipson,47665.46
Uribe,47672.24
McNeill,47679.01
Ledford,47685.78
Mims,47692.55
Abel,47699.31
Gold,47706.07
Smallwood,47712.83
Thorne,47719.58
McHugh,47726.33
Dickens,47733.07
Leung,47739.79
Tobin,47746.52
Kowalski,47753.24
Medeiros,47759.96
Cope,47766.67
Quezada,47780.09
Kraus,47773.38
Overton,47786.8
Montalvo,47793.5
Staley,47800.21
Woody,47806.91
Hathaway,47813.59
Osorio,47820.28
Laird,47826.96
Dobbs,47833.64
Capps,47840.32
Putnam,47846.99
Lay,47853.65
Francisco,47860.32
Bernstein,47873.64
Adair,47866.98
Hutton,47880.3
Burkett,47886.96
Rhoades,47893.61
Yanez,47906.92
Richey,47900.26
Bledsoe,47913.57
McCain,47920.21
Beyer,47926.85
Cates,47933.49
Roche,47940.13
Spicer,47946.77
Queen,47953.39
Doty,47960.02
Darling,47966.64
Darby,47973.26
Sumner,47979.87
Kincaid,47986.48
Hay,47993.09
Grossman,47999.69
Lacey,48006.29
Wilkes,48012.89
Humphries,48019.48
Paz,48026.07
Darnell,48032.66
Keys,48039.25
Kyle,48045.82
Lackey,48052.4
Vogt,48058.98
Locklear,48065.55
Kiser,48072.11
Presley,48078.67
Bryson,48085.22
Bergman,48091.77
Peoples,48098.32
Fair,48104.87
McClendon,48111.4
Corley,48117.92
Prado,48124.44
Christie,48130.96
Delong,48137.47
Skaggs,48143.99
Dill,48150.5
Shearer,48157
Judd,48163.5
Stapleton,48170
Flaherty,48176.49
Casillas,48182.98
Pinto,48189.46
Youngblood,48202.42
Haywood,48195.94
Toney,48208.9
Ricks,48215.38
Granados,48221.85
Crum,48228.32
Triplett,48234.78
Soriano,48241.24
Waite,48247.69
Hoff,48254.15
Anaya,48260.6
Crenshaw,48267.05
Jung,48273.5
Canales,48279.94
Cagle,48286.38
Denny,48292.82
Marcus,48299.26
Berman,48305.69
Munson,48312.12
Ocampo,48318.54
Bauman,48324.97
Corcoran,48331.39
Keen,48337.81
Zimmer,48344.23
Friend,48350.64
Ornelas,48357.05
Varner,48363.45
Pelletier,48369.85
Vernon,48376.25
Blum,48382.65
Albrecht,48389.05
Culver,48395.44
Schuster,48401.82
Cuellar,48408.2
McCord,48414.59
Shultz,48420.96
McRae,48427.34
Moreland,48433.71
Calvert,48440.07
William,48446.43
Whittington,48452.79
Eckert,48459.16
Keene,48465.52
Mohr,48471.88
Hanks,48478.23
Kimble,48484.58
Cavanaugh,48490.94
Crowell,48497.29
Russ,48503.64
Feliciano,48509.98
Crain,48516.33
Busch,48522.66
McCormack,48528.99
Drummond,48535.3
Omalley,48541.62
Aldrich,48547.92
Luke,48554.23
Greco,48560.54
Mott,48566.85
Oakes,48573.15
Mallory,48579.45
McLain,48585.74
Burrows,48592.03
Otero,48598.32
Allred,48604.6
Eason,48610.88
Finney,48617.15
Weller,48623.42
Waldron,48629.69
Champion,48635.95
Jeffers,48642.21
Coon,48648.47
Rosenthal,48654.73
Huddleston,48660.99
Solano,48667.24
Hirsch,48673.49
Akins,48679.74
Olivares,48685.99
Song,48692.24
Sneed,48698.49
Benedict,48704.73
Bain,48710.98
Okeefe,48717.21
Hidalgo,48723.45
Matos,48729.69
Stallings,48735.92
Paris,48742.15
Gamez,48748.39
Kenny,48754.62
Quigley,48760.85
Marrero,48767.07
Fagan,48773.29
Dutton,48779.51
Pappas,48791.93
Atwood,48785.72
McGovern,48804.34
Bagley,48798.13
Read,48822.95
Lunsford,48810.54
Moseley,48816.75
Oakley,48829.15
Ashby,48835.35
Granger,48841.55
Shaver,48847.75
Hope,48853.94
Coe,48860.14
Burroughs,48866.33
Helm,48872.52
Neumann,48884.9
Ambrose,48878.71
Michaels,48891.09
Prescott,48897.27
Light,48903.45
Dumas,48909.63
Flood,48915.8
Stringer,48921.97
Currie,48928.13
Comer,48934.29
Fong,48940.45
Whitlock,48946.6
Lemus,48952.75
Hawley,48958.9
Ulrich,48965.04
Staples,48971.18
Boykin,48977.32
Knutson,48983.46
Grover,48989.6
Hobson,48995.72
Cormier,49001.84
Doran,49007.96
Thayer,49014.08
Woodson,49020.19
Whitt,49026.3
Hooker,49032.41
Kohler,49038.52
Vandyke,49050.73
Addison,49044.63
Schrader,49056.84
Haskins,49062.94
Whittaker,49069.03
Madsen,49075.12
Gauthier,49081.21
Burnette,49087.29
Keating,49093.37
Purvis,49099.44
Aleman,49105.51
Huston,49111.58
Pimentel,49123.71
Hamlin,49117.64
Gerber,49129.77
Hooks,49135.82
Schwab,49141.88
Honeycutt,49147.93
Schulte,49153.98
Alonzo,49160.04
Isaac,49166.08
Conroy,49172.13
Adler,49178.17
Eastman,49184.21
Cottrell,49190.25
Orourke,49196.28
Hawk,49202.3
Goldsmith,49208.32
Rader,49220.34
Crandall,49214.33
Reynoso,49226.35
Shook,49232.35
Abernathy,49238.36
Baer,49244.35
Olivas,49250.34
Grayson,49256.33
Bartley,49262.32
Henning,49268.31
Parr,49274.28
Duff,49280.26
Brunson,49286.23
Baum,49292.2
Ennis,49298.17
Laughlin,49304.14
Foote,49310.1
Valadez,49316.07
Adamson,49322.03
Begay,49327.99
Stovall,49333.94
Lincoln,49339.9
Cheung,49345.86
Malloy,49351.81
Rider,49357.76
Giordano,49363.7
Jansen,49369.65
Lopes,49375.59
Arnett,49381.53
Pendleton,49387.47
Gage,49393.41
Barragan,49399.35
Keyes,49405.29
Navarrete,49411.22
Amador,49417.15
Hoffmann,49423.07
Schilling,49434.91
Hawthorne,49428.99
Perdue,49440.83
Schreiber,49446.74
Arevalo,49452.65
Naylor,49458.55
Deluca,49464.46
Marcum,49470.36
Altman,49476.26
Mark,49482.16
Chadwick,49488.06
Doan,49493.95
Easley,49499.85
Ladd,49505.74
Woodall,49511.63
Betancourt,49517.51
Shin,49523.39
Maguire,49529.27
Bellamy,49535.14
Quintanilla,49541.02
Ham,49546.89
Sorenson,49552.76
Mattson,49558.63
Brenner,49564.49
Means,49570.35
Faust,49576.2
Calloway,49582.06
Ojeda,49587.91
McNally,49593.75
Dietrich,49599.59
Ransom,49605.43
Hare,49611.27
Felton,49617.1
Whiting,49622.93
Burkhart,49628.75
Clinton,49634.58
Schwarz,49640.4
Cleary,49646.22
Wetzel,49652.03
Reagan,49657.84
Stjohn,49663.64
Chow,49669.45
Hauser,49675.25
Dupree,49681.05
Brannon,49686.84
Lyles,49692.64
Prather,49698.43
Willoughby,49704.22
Sepulveda,49710.01
Nugent,49715.79
Pickens,49721.58
Mosher,49733.14
Joiner,49727.36
Stoner,49738.92
Dowling,49744.69
Trimble,49750.47
Valdes,49756.24
Cheek,49762.01
Scruggs,49767.78
Coy,49773.54
Tilley,49779.31
Barney,49785.08
Saylor,49790.84
Nagy,49796.61
Horvath,49802.36
Lai,49808.11
Corey,49813.85
Ruth,49819.59
Sauer,49825.32
Baron,49831.06
Thao,49836.79
Rowell,49842.52
Grubbs,49848.25
Schaeffer,49859.7
Hillman,49853.97
Sams,49865.42
Hogue,49871.15
Hutson,49876.87
Busby,49882.59
Nickerson,49888.3
Bruner,49894.01
Parham,49899.71
Rendon,49911.11
Anders,49905.41
Lombardo,49916.81
Iverson,49922.5
Kinsey,49928.2
Earl,49933.89
Borden,49939.57
Titus,49950.93
Jean,49945.25
Tellez,49956.61
Beavers,49962.29
Cornett,49967.97
Sotelo,49973.64
Kellogg,49979.31
Silverman,49996.33
Burnham,49984.98
McNair,49990.66
Jernigan,50002
Escamilla,50007.66
Barrow,50013.32
Coats,50018.98
London,50024.64
Redding,50030.3
Ruffin,50035.96
Yi,50041.61
Boudreaux,50047.26
Goodson,50052.91
Dowell,50058.55
Fenton,50064.19
Mock,50069.83
Dozier,50075.47
Bynum,50081.1
Gale,50086.74
Jolly,50092.36
Beckman,50097.98
Goddard,50103.6
Craven,50109.21
Whitmore,50114.83
Leary,50120.43
McCloud,50126.04
Gamboa,50131.64
Kerns,50137.25
Brunner,50142.84
Negron,50154.03
Hough,50148.44
Cutler,50159.63
Ledesma,50165.21
Pyle,50170.8
Monahan,50176.38
Tabor,50181.96
Burk,50187.54
Leone,50193.12
Stauffer,50198.7
Hayward,50204.27
Driver,50209.85
Ruff,50215.42
Talbot,50220.99
Seals,50226.56
Boston,50232.12
Carbajal,50237.68
Fay,50243.24
Purdy,50248.79
McGregor,50254.34
Sun,50259.89
Orellana,50265.43
Gentile,50270.96
Mahan,50276.5
Brower,50282.03
Patino,50287.57
Thurston,50293.1
Shipman,50298.63
Torrez,50309.68
Aaron,50304.15
Weiner,50320.73
Call,50315.2
Wilburn,50326.25
Oliva,50331.77
Hairston,50337.29
Coley,50342.81
Hummel,50348.32
Arreola,50353.84
Watt,50359.35
Sharma,50364.86
Lentz,50370.37
Arce,50375.88
Power,50381.38
Longoria,50386.89
Wagoner,50392.39
Burr,50397.89
Hsu,50403.39
Tinsley,50408.89
Beebe,50414.38
Wray,50419.87
Nunn,50425.35
Prieto,50430.83
German,50436.31
Rowley,50441.78
Grubb,50452.71
Brito,50447.24
Royal,50458.17
Valentin,50463.63
Bartholomew,50469.08
Schuler,50474.52
Aranda,50479.97
Flint,50485.41
Hearn,50490.85
Venegas,50496.29
Unger,50501.73
Mattingly,50507.16
Boles,50512.59
Casas,50523.44
Barger,50518.02
Julian,50528.86
Dow,50534.28
Dobbins,50539.7
Vann,50545.11
Chester,50550.53
Strange,50555.93
Lemon,50561.33
Kahn,50566.73
McKinnon,50572.13
Gannon,50577.53
Waggoner,50582.93
Conn,50588.32
Meek,50593.72
Cavazos,50599.11
Skelton,50604.5
Lo,50609.89
Kumar,50615.27
Toledo,50620.65
Lorenz,50626.02
Vallejo,50631.39
Starkey,50636.76
Kitchen,50642.13
Reaves,50647.49
Demarco,50652.85
Farrar,50658.21
Stearns,50663.56
Michaud,50668.9
Higginbotham,50674.24
Fernandes,50679.58
Isaacs,50684.91
Marion,50690.23
Guillory,50695.55
Priest,50700.87
Meehan,50706.19
Oliveira,50711.51
Palma,50716.82
Oswald,50722.13
Loomis,50732.74
Galvez,50727.44
Lind,50738.05
Mena,50743.35
Stclair,50748.65
Hinds,50753.94
Reardon,50759.24
Alley,50764.53
Barth,50769.83
Crook,50775.12
Bliss,50780.41
Nagel,50785.7
Banuelos,50790.99
Parish,50796.27
Harman,50801.55
Douglass,50806.83
Kearns,50812.1
Newcomb,50817.38
Mulligan,50822.65
Coughlin,50827.93
Way,50833.2
Fournier,50838.47
Lawler,50843.73
Kaminski,50848.99
Barbour,50854.25
Sousa,50859.51
Stump,50864.76
Alaniz,50870.01
Ireland,50875.27
Rudd,50880.52
Carnes,50885.77
Lundy,50891.01
Godinez,50896.26
Pulido,50901.51
Dennison,50906.75
Burdick,50917.22
Baumann,50911.98
Dove,50922.45
Stoddard,50927.68
Liang,50932.9
Dent,50938.12
Roark,50943.34
McMahan,50953.77
Bowser,50948.55
Parnell,50958.99
Mayberry,50964.2
Wakefield,50969.41
Arndt,50974.62
Ogle,50979.83
Worthington,50985.03
Durbin,50990.23
Escalante,50995.43
Pederson,51000.64
Weldon,51005.83
Vick,51011.03
Knott,51016.22
Ryder,51021.41
Zarate,51026.6
Irving,51031.79
Clemens,51036.98
Shelley,51042.17
Salter,51047.35
Jack,51052.54
Cloud,51057.72
Dasilva,51062.9
Muhammad,51068.08
Squires,51073.26
Rapp,51078.43
Dawkins,51083.6
Polanco,51088.77
Chatman,51093.93
Maier,51099.1
Yazzie,51104.25
Gruber,51109.41
Staton,51114.56
Blackman,51119.71
McDonnell,51124.86
Dykes,51130.01
Laws,51135.16
Whitten,51140.3
Pfeiffer,51145.45
Vidal,51150.59
Early,51155.72
Kelsey,51160.86
Baughman,51165.99
Dias,51171.12
Starnes,51176.25
Crespo,51181.38
Lombardi,51191.64
Kilpatrick,51186.51
Deaton,51196.76
Satterfield,51201.89
Wiles,51207.01
Weinstein,51212.13
Rowan,51217.24
Delossantos,51222.36
Hamby,51227.48
Estep,51232.59
Daigle,51237.7
Elam,51242.81
Creech,51247.91
Heck,51258.1
Chavis,51253.01
Echols,51263.19
Foss,51268.29
Trahan,51273.38
Strauss,51278.46
Vanhorn,51283.55
Winslow,51288.63
Rea,51293.71
Heaton,51303.87
Fairchild,51298.79
Minton,51308.94
Hitchcock,51314
Linton,51319.06
Handy,51324.13
Crouse,51329.19
Coles,51334.24
Upton,51344.35
Foy,51339.3
Herrington,51349.4
McClelland,51359.49
Hwang,51354.45
Rector,51364.54
Luther,51369.58
Kruger,51374.62
Salcedo,51379.66
Chance,51384.69
Gunderson,51389.73
Tharp,51394.76
Griffiths,51399.79
Graf,51404.82
Branham,51409.84
Humphreys,51414.86
Renner,51419.88
Lima,51424.9
Rooney,51429.92
Moya,51434.93
Almeida,51439.94
Gavin,51444.95
Coburn,51449.96
Ouellette,51454.97
Goetz,51459.97
Seay,51464.97
Parrott,51469.97
Harms,51474.96
Robb,51479.95
Storey,51484.93
Barbosa,51489.91
Barraza,51494.89
Loyd,51499.87
Merchant,51504.84
Donohue,51509.81
Carrier,51514.79
Diggs,51519.75
Chastain,51524.72
Sherrill,51529.69
Whipple,51534.65
Braswell,51539.61
Weathers,51544.57
Linder,51549.53
Chapa,51554.48
Bock,51559.44
Oh,51564.39
Lovelace,51569.35
Saavedra,51574.3
Ferrara,51579.25
Callaway,51584.2
Salmon,51589.14
Templeton,51594.07
Christy,51599
Harp,51603.93
Dowd,51608.85
Forrester,51613.77
Lawton,51618.69
Epstein,51623.61
Gant,51628.53
Tierney,51633.44
Seaman,51638.36
Corral,51643.27
Dowdy,51648.18
Zaragoza,51653.09
Morrissey,51658
Eller,51662.91
Chau,51667.82
Breen,51672.73
High,51677.63
Newberry,51682.54
Beam,51687.44
Yancey,51692.34
Jarrell,51697.25
Cerda,51702.15
Ellsworth,51707.04
Lofton,51711.94
Thibodeaux,51716.83
Pool,51721.73
Rinehart,51726.62
Arteaga,51731.5
Marlow,51736.39
Hacker,51741.28
Will,51746.16
Mackenzie,51751.04
Hook,51755.93
Gilliland,51760.81
Emmons,51765.69
Pickering,51770.56
Medley,51775.44
Willey,51785.18
Andrew,51780.31
Shell,51790.06
Randle,51794.93
Brinkley,51799.79
Pruett,51804.65
Tobias,51809.51
Edmondson,51814.37
Grier,51819.23
Saldivar,51833.79
Batista,51828.93
Askew,51824.08
Moeller,51838.64
Chavarria,51848.35
Augustine,51843.5
Troyer,51853.2
Layne,51858.05
McNulty,51862.9
Shank,51867.75
Desai,51872.59
Herrmann,51877.43
Hemphill,51882.26
Bearden,51887.1
Spear,51891.94
Keener,51896.78
Holguin,51901.61
Culp,51906.44
Braden,51911.27
Briscoe,51916.1
Bales,51920.93
Garvin,51925.76
Stockton,51930.59
Abreu,51935.41
Suggs,51940.23
McCartney,51945.06
Ferrer,51949.88
Rhoads,51954.7
Ha,51959.52
Nevarez,51964.33
Singletary,51969.14
Chong,51973.95
Alcala,51978.76
Cheney,51983.56
Westfall,51988.37
Damico,51993.18
Snodgrass,51997.98
Devries,52002.79
Looney,52007.59
Hein,52012.39
Lyle,52017.19
Lockett,52021.99
Jacques,52026.79
Barkley,52031.58
Wahl,52036.38
Aponte,52041.16
Myrick,52045.94
Bolin,52050.72
Holm,52055.5
Slack,52060.28
Scherer,52069.84
Martino,52065.06
Bachman,52074.62
Ely,52079.39
Nesbitt,52084.17
Marroquin,52088.94
Bouchard,52093.71
Mast,52098.48
Jameson,52103.25
Hills,52108.02
Mireles,52112.79
Bueno,52117.55
Pease,52122.3
Vitale,52127.06
Alarcon,52131.81
Linares,52136.56
Schell,52141.3
Lipscomb,52146.03
Arriaga,52150.76
Bourgeois,52155.49
Markham,52164.96
Bonds,52160.23
Wisniewski,52174.42
Ivy,52169.69
Oldham,52179.14
Wendt,52188.59
Fallon,52183.87
Joy,52193.32
Stamper,52198.03
Babb,52202.75
Steinberg,52207.47
Asher,52212.18
Fuchs,52216.89
Blank,52221.6
Willett,52226.31
Heredia,52231.02
Croft,52235.73
Lytle,52240.43
Lance,52245.14
Lassiter,52249.85
Barrientos,52254.55
Condon,52259.26
Barfield,52263.95
Darden,52268.64
Araujo,52273.33
Noonan,52282.7
Guinn,52278.02
Burleson,52287.39
Belanger,52292.07
Main,52296.75
Traylor,52301.43
Messina,52306.12
Zeigler,52310.8
Danielson,52315.47
Millard,52320.15
Kenyon,52324.83
Radford,52329.51
Graff,52334.18
Beaty,52338.84
Baggett,52343.51
Salisbury,52352.84
Crisp,52348.17
Trout,52357.49
Lorenzo,52362.15
Parson,52366.81
Gann,52371.47
Garber,52376.12
Adcock,52380.78
Covarrubias,52385.43
Scales,52390.08
Acuna,52394.72
Thrasher,52399.37
Card,52404.01
Van,52408.66
Mabry,52413.3
Mohamed,52417.93
Montanez,52422.56
Stock,52431.81
Redd,52427.18
Willingham,52436.43
Redman,52441.06
Zambrano,52445.68
Gaffney,52450.3
Herr,52454.92
Schubert,52468.78
Devlin,52459.54
Pringle,52464.16
Houck,52478.02
Casper,52473.4
Rees,52482.63
Wing,52487.25
Ebert,52491.86
Jeter,52496.47
Cornejo,52501.07
Gillette,52505.67
Shockley,52510.27
Amato,52514.87
Girard,52519.47
Leggett,52524.07
Cheatham,52528.67
Bustos,52533.26
Epperson,52537.86
Dubose,52542.45
Seitz,52547.04
Frias,52556.2
East,52551.62
Schofield,52560.78
Steen,52565.36
Orlando,52569.94
Myles,52574.52
Caron,52579.09
Grey,52583.66
Denney,52588.24
Ontiveros,52592.8
Burden,52597.36
Jaeger,52601.92
Reich,52606.47
Witherspoon,52611.03
Najera,52615.58
Frantz,52620.12
Hammonds,52624.65
Xu,52629.19
Leavitt,52633.72
Gilchrist,52638.24
Adam,52642.77
Barone,52647.3
Forman,52651.82
Ceja,52656.34
Ragsdale,52660.86
Sisk,52665.38
Tubbs,52669.9
Elizondo,52674.42
Pressley,52678.93
Bollinger,52683.45
Linn,52687.96
Huntley,52692.47
Dewey,52696.99
Geary,52701.5
Carlos,52706.01
Ragland,52710.51
Mixon,52715.02
McArthur,52724.03
Baugh,52719.52
Tam,52728.53
Nobles,52733.04
Clevenger,52737.54
Lusk,52746.54
Foust,52742.04
Cooney,52751.04
Tamayo,52755.54
Robert,52760.03
Longo,52764.53
Overstreet,52769.02
Oglesby,52773.51
Mace,52778
Churchill,52782.49
Matson,52786.98
Hamrick,52791.46
Rockwell,52795.95
Trammell,52800.43
Wheatley,52804.92
Carrington,52809.4
Ferraro,52813.88
Ralston,52818.36
Clancy,52822.83
Mondragon,52827.3
Carl,52831.77
Hu,52836.24
Hopson,52840.71
Breaux,52845.17
McCurdy,52849.64
Mares,52854.1
Mai,52863.02
Chisholm,52858.56
Matlock,52867.47
Aiken,52871.93
Cary,52876.38
Lemons,52880.83
Anguiano,52885.28
Herrick,52889.73
Crawley,52894.18
Montero,52898.63
Hassan,52903.07
Archuleta,52907.52
Farias,52916.39
Cotter,52911.95
Parris,52920.83
Felder,52925.27
Luu,52929.71
Pence,52934.14
Gilman,52938.57
Killian,52943
Naranjo,52947.43
Duggan,52951.85
Scarborough,52960.71
Swann,52965.13
Easter,52956.28
Ricketts,52969.56
France,52973.98
Bello,52978.41
Nadeau,52982.83
Still,52987.25
Rincon,52991.67
Cornwell,52996.08
Slade,53000.49
Fierro,53004.9
Mize,53009.3
Christianson,53013.7
Greenfield,53018.09
McAfee,53022.49
Landrum,53026.88
Adame,53031.27
Dinh,53035.66
Lankford,53040.05
Lewandowski,53044.43
Rust,53048.81
Bundy,53053.18
Waterman,53057.56
Milner,53061.93
McCrary,53066.3
Hite,53070.66
Curley,53075.03
Donald,53079.39
Duckworth,53083.75
Cecil,53088.1
Carrera,53092.46
Speer,53096.82
Birch,53101.17
Denson,53105.52
Beckwith,53109.85
